SEASON_ID,Player_ID,Game_ID,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
201213,203112.0,0021201216,W,25.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,1.0,0.0,0.0,1.0,2.0,4.0,9.0
201213,203112.0,0021201213,W,22.0,2.0,5.0,0.4,0.0,1.0,0.0,1.0,2.0,0.5,2.0,5.0,7.0,1.0,0.0,1.0,1.0,2.0,5.0,7.0
201213,203112.0,0021201195,W,23.0,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,4.0,2.0,0.0,0.0,2.0,1.0,4.0,-2.0
201213,203112.0,0021201176,W,35.0,3.0,5.0,0.6,0.0,0.0,0.0,4.0,6.0,0.667,4.0,5.0,9.0,0.0,1.0,3.0,0.0,2.0,10.0,21.0
201213,203112.0,0021201158,W,27.0,2.0,5.0,0.4,0.0,0.0,0.0,4.0,4.0,1.0,1.0,5.0,6.0,1.0,1.0,1.0,1.0,3.0,8.0,1.0
201213,203112.0,0021201142,L,21.0,4.0,7.0,0.571,1.0,1.0,1.0,4.0,4.0,1.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,13.0,8.0
201213,203112.0,0021201132,W,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,6.0
201213,203112.0,0021201111,W,20.0,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,0.0,1.0,2.0,5.0,8.0,-4.0
201213,203112.0,0021201100,L,8.0,2.0,3.0,0.667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,3.0,1.0,1.0,0.0,0.0,2.0,4.0,1.0
201213,203112.0,0021200864,L,5.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,6.0,6.0
201213,203112.0,0021200684,W,2.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,-2.0
201213,203112.0,0021200674,L,7.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0
