SEASON_ID,Player_ID,Game_ID,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
201516,203112.0,0021501224,L,29.0,3.0,12.0,0.25,1.0,6.0,0.167,3.0,6.0,0.5,0.0,8.0,8.0,2.0,2.0,1.0,1.0,0.0,10.0,-16.0
201516,203112.0,0021501211,W,16.0,2.0,2.0,1.0,0.0,0.0,0.0,5.0,6.0,0.833,1.0,0.0,1.0,1.0,1.0,2.0,3.0,2.0,9.0,8.0
201516,203112.0,0021501193,W,21.0,3.0,5.0,0.6,0.0,1.0,0.0,1.0,2.0,0.5,3.0,5.0,8.0,0.0,1.0,0.0,1.0,1.0,7.0,16.0
201516,203112.0,0021501176,L,28.0,7.0,12.0,0.583,1.0,3.0,0.333,2.0,2.0,1.0,3.0,3.0,6.0,1.0,0.0,1.0,1.0,3.0,17.0,-10.0
201516,203112.0,0021501162,L,15.0,3.0,5.0,0.6,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,-15.0
201516,203112.0,0021501141,W,17.0,2.0,8.0,0.25,1.0,2.0,0.5,0.0,0.0,0.0,2.0,4.0,6.0,2.0,0.0,1.0,0.0,2.0,5.0,-5.0
201516,203112.0,0021501135,L,14.0,2.0,6.0,0.333,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,4.0,-10.0
201516,203112.0,0021501120,W,13.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,5.0,0.0,1.0,0.0,0.0,1.0,7.0,3.0
201516,203112.0,0021501105,L,28.0,4.0,8.0,0.5,1.0,2.0,0.5,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,3.0,10.0,-4.0
201516,203112.0,0021501095,W,17.0,3.0,4.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,3.0,0.0,2.0,0.0,0.0,1.0,7.0,8.0
201516,203112.0,0021501079,W,19.0,4.0,9.0,0.444,2.0,5.0,0.4,4.0,4.0,1.0,0.0,7.0,7.0,0.0,0.0,2.0,1.0,4.0,14.0,9.0
201516,203112.0,0021501062,L,22.0,4.0,5.0,0.8,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,1.0,3.0,9.0,-7.0
201516,203112.0,0021501049,L,11.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-3.0
201516,203112.0,0021501042,W,23.0,1.0,4.0,0.25,0.0,2.0,0.0,1.0,1.0,1.0,0.0,4.0,4.0,1.0,1.0,0.0,1.0,2.0,3.0,3.0
201516,203112.0,0021501022,L,18.0,1.0,3.0,0.333,0.0,0.0,0.0,4.0,6.0,0.667,2.0,1.0,3.0,1.0,1.0,0.0,1.0,2.0,6.0,-6.0
201516,203112.0,0021501010,L,14.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,5.0,10.0
201516,203112.0,0021501002,W,5.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,-5.0
201516,203112.0,0021500986,L,11.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,-17.0
201516,203112.0,0021500970,L,14.0,1.0,2.0,0.5,0.0,0.0,0.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,0.0,0.0,1.0,2.0,3.0,-15.0
201516,203112.0,0021500957,L,21.0,3.0,5.0,0.6,0.0,1.0,0.0,2.0,2.0,1.0,0.0,4.0,4.0,0.0,0.0,1.0,0.0,3.0,8.0,-6.0
201516,203112.0,0021500941,L,20.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,2.0,6.0,8.0,2.0,0.0,0.0,0.0,3.0,2.0,1.0
