SEASON_ID,Player_ID,Game_ID,WL,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,PLUS_MINUS
201112,202399.0,0021100365,W,17.0,1.0,3.0,0.333,0.0,0.0,0.0,1.0,2.0,0.5,0.0,9.0,9.0,1.0,0.0,2.0,0.0,4.0,3.0,15.0
201112,202399.0,0021100287,W,4.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,6.0,0.667,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,4.0,-7.0
201112,202399.0,0021100279,W,6.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,-1.0
201112,202399.0,0021100214,W,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6.0
201112,202399.0,0021100200,W,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0
201112,202399.0,0021100105,L,9.0,3.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,0.0,0.0,0.0,0.0,0.0,7.0,6.0
201112,202399.0,0021100093,L,14.0,1.0,5.0,0.2,0.0,0.0,0.0,1.0,2.0,0.5,2.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,3.0,-13.0
201112,202399.0,0021100008,L,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,4.0,0.0,-8.0
201112,201167.0,0021100987,W,30.0,7.0,12.0,0.583,3.0,3.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,1.0,1.0,0.0,2.0,1.0,18.0,13.0
201112,201167.0,0021100976,W,40.0,6.0,15.0,0.4,1.0,4.0,0.25,2.0,3.0,0.667,2.0,4.0,6.0,4.0,0.0,0.0,2.0,3.0,15.0,6.0
201112,201167.0,0021100958,W,37.0,7.0,10.0,0.7,0.0,2.0,0.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,0.0,0.0,3.0,2.0,15.0,19.0
201112,201167.0,0021100943,W,38.0,6.0,10.0,0.6,0.0,1.0,0.0,7.0,7.0,1.0,0.0,3.0,3.0,3.0,2.0,0.0,3.0,1.0,19.0,13.0
201112,201167.0,0021100927,L,38.0,5.0,11.0,0.455,1.0,3.0,0.333,1.0,2.0,0.5,0.0,3.0,3.0,1.0,1.0,0.0,2.0,1.0,12.0,-17.0
201112,201167.0,0021100908,W,42.0,10.0,16.0,0.625,1.0,2.0,0.5,5.0,6.0,0.833,0.0,3.0,3.0,5.0,0.0,0.0,0.0,2.0,26.0,11.0
201112,201167.0,0021100901,W,34.0,9.0,15.0,0.6,2.0,3.0,0.667,0.0,0.0,0.0,1.0,3.0,4.0,2.0,0.0,0.0,3.0,3.0,20.0,15.0
201112,201167.0,0021100884,L,39.0,7.0,15.0,0.467,0.0,2.0,0.0,4.0,5.0,0.8,0.0,4.0,4.0,4.0,0.0,0.0,2.0,1.0,18.0,1.0
201112,201167.0,0021100867,W,37.0,7.0,14.0,0.5,3.0,5.0,0.6,4.0,6.0,0.667,0.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0,21.0,5.0
201112,201167.0,0021100849,W,36.0,6.0,14.0,0.429,1.0,2.0,0.5,2.0,2.0,1.0,3.0,5.0,8.0,5.0,1.0,0.0,3.0,1.0,15.0,33.0
201112,201167.0,0021100834,L,40.0,6.0,11.0,0.545,1.0,3.0,0.333,3.0,4.0,0.75,1.0,3.0,4.0,3.0,0.0,0.0,0.0,1.0,16.0,-13.0
201112,201167.0,0021100823,W,42.0,11.0,19.0,0.579,5.0,9.0,0.556,3.0,3.0,1.0,1.0,4.0,5.0,3.0,1.0,0.0,0.0,4.0,30.0,11.0
201112,201167.0,0021100805,L,40.0,4.0,14.0,0.286,1.0,4.0,0.25,6.0,7.0,0.857,0.0,3.0,3.0,7.0,1.0,0.0,1.0,4.0,15.0,-5.0
201112,201167.0,0021100780,W,40.0,8.0,14.0,0.571,3.0,6.0,0.5,3.0,3.0,1.0,0.0,5.0,5.0,3.0,0.0,0.0,3.0,0.0,22.0,12.0
201112,201167.0,0021100759,W,40.0,7.0,12.0,0.583,1.0,2.0,0.5,4.0,7.0,0.571,1.0,10.0,11.0,4.0,1.0,0.0,2.0,1.0,19.0,12.0
201112,201167.0,0021100743,L,37.0,5.0,16.0,0.313,1.0,5.0,0.2,4.0,4.0,1.0,1.0,3.0,4.0,2.0,0.0,0.0,1.0,5.0,15.0,-5.0
201112,201167.0,0021100733,W,38.0,8.0,12.0,0.667,2.0,4.0,0.5,4.0,4.0,1.0,0.0,3.0,3.0,4.0,0.0,0.0,2.0,1.0,22.0,14.0
201112,201167.0,0021100708,L,22.0,3.0,9.0,0.333,1.0,2.0,0.5,7.0,7.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,2.0,3.0,14.0,-22.0
201112,201167.0,0021100691,W,35.0,8.0,12.0,0.667,2.0,3.0,0.667,5.0,6.0,0.833,0.0,3.0,3.0,3.0,1.0,0.0,2.0,5.0,23.0,17.0
201112,201167.0,0021100674,L,35.0,7.0,10.0,0.7,2.0,3.0,0.667,8.0,8.0,1.0,0.0,3.0,3.0,2.0,1.0,0.0,2.0,3.0,24.0,-9.0
201112,201167.0,0021100660,W,30.0,6.0,14.0,0.429,1.0,5.0,0.2,2.0,3.0,0.667,0.0,1.0,1.0,4.0,0.0,0.0,1.0,0.0,15.0,10.0
201112,201167.0,0021100640,L,30.0,4.0,11.0,0.364,0.0,5.0,0.0,2.0,3.0,0.667,0.0,2.0,2.0,3.0,1.0,0.0,0.0,1.0,10.0,-1.0
201112,201167.0,0021100624,W,35.0,3.0,10.0,0.3,1.0,4.0,0.25,0.0,0.0,0.0,1.0,3.0,4.0,3.0,0.0,0.0,1.0,3.0,7.0,-3.0
201112,201167.0,0021100608,L,32.0,4.0,7.0,0.571,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,4.0,10.0,0.0
