Game_ID,Team_ID,GAME_DATE,MIN,FGM,FGA,FG_PCT,FG3M,FG3A,FG3_PCT,FTM,FTA,FT_PCT,OREB,DREB,REB,AST,STL,BLK,TOV,PF,PTS,Home_Flag,Vs_Team_ID,Win_Flag,Season_ID
0021200996,1610612737,2013-03-18,240,42,75,0.56,8,21,0.381,21,29,0.724,5,26,31,26,7,2,15,15,113,1,1610612742,0,201213
0021200991,1610612737,2013-03-17,240,44,84,0.524,8,21,0.381,9,13,0.692,9,29,38,30,14,5,11,20,105,0,1610612751,1,201213
0021200972,1610612737,2013-03-15,240,41,84,0.488,12,23,0.522,13,16,0.813,8,33,41,27,14,4,20,19,107,1,1610612756,1,201213
0021200960,1610612737,2013-03-13,240,37,79,0.468,8,22,0.364,14,21,0.667,9,43,52,22,1,2,12,17,96,1,1610612747,1,201213
0021200952,1610612737,2013-03-12,240,33,78,0.423,5,22,0.227,10,14,0.714,10,33,43,19,11,1,22,25,81,0,1610612748,0,201213
0021200927,1610612737,2013-03-09,240,32,77,0.416,5,18,0.278,11,16,0.688,13,31,44,20,3,2,17,20,80,1,1610612751,0,201213
0021200917,1610612737,2013-03-08,265,40,88,0.455,9,27,0.333,13,17,0.765,10,31,41,32,7,3,14,17,102,0,1610612738,0,201213
0021200902,1610612737,2013-03-06,240,43,80,0.538,11,24,0.458,10,17,0.588,7,31,38,28,5,5,14,17,107,1,1610612755,1,201213
0021200893,1610612737,2013-03-04,240,36,89,0.404,7,24,0.292,9,11,0.818,10,25,35,20,4,8,15,11,88,0,1610612743,0,201213
0021200888,1610612737,2013-03-03,240,41,82,0.5,8,22,0.364,8,15,0.533,3,33,36,34,13,8,14,19,98,0,1610612747,0,201213
0021200874,1610612737,2013-03-01,240,31,73,0.425,8,23,0.348,17,22,0.773,8,35,43,21,9,6,20,19,87,0,1610612756,0,201213
0021200859,1610612737,2013-02-27,240,38,78,0.487,5,17,0.294,21,26,0.808,8,30,38,23,8,5,9,20,102,0,1610612762,1,201213
0021200840,1610612737,2013-02-25,240,40,79,0.506,14,33,0.424,20,24,0.833,8,29,37,31,10,4,13,16,114,0,1610612765,1,201213
0021200828,1610612737,2013-02-23,240,39,91,0.429,14,28,0.5,11,14,0.786,10,31,41,27,10,4,11,16,103,0,1610612749,1,201213
0021200816,1610612737,2013-02-22,240,49,92,0.533,12,27,0.444,12,19,0.632,10,35,45,33,7,9,6,25,122,1,1610612758,1,201213
0021200802,1610612737,2013-02-20,240,36,72,0.5,7,26,0.269,11,16,0.688,5,37,42,28,6,2,19,20,90,1,1610612748,0,201213
0021200775,1610612737,2013-02-13,240,41,92,0.446,10,34,0.294,16,23,0.696,17,37,54,32,6,3,9,12,108,0,1610612753,1,201213
0021200768,1610612737,2013-02-11,240,40,77,0.519,9,26,0.346,16,23,0.696,8,40,48,26,7,2,18,20,105,0,1610612742,1,201213
0021200738,1610612737,2013-02-08,240,35,74,0.473,13,24,0.542,17,23,0.739,5,28,33,30,8,6,17,15,100,1,1610612740,0,201213
0021200725,1610612737,2013-02-06,240,38,74,0.514,10,24,0.417,17,23,0.739,6,40,46,28,4,5,13,16,103,1,1610612763,1,201213
0021200715,1610612737,2013-02-05,240,36,81,0.444,8,21,0.381,23,28,0.821,5,34,39,26,5,3,16,33,103,0,1610612754,0,201213
0021200696,1610612737,2013-02-02,240,31,79,0.392,6,19,0.316,8,15,0.533,12,33,45,17,3,7,14,12,76,1,1610612741,0,201213
0021200674,1610612737,2013-01-30,240,36,75,0.48,10,26,0.385,11,18,0.611,3,33,36,26,10,8,17,18,93,1,1610612761,1,201213
0021200656,1610612737,2013-01-27,240,39,65,0.6,10,23,0.435,16,20,0.8,7,23,30,21,7,2,19,21,104,0,1610612752,0,201213
0021200633,1610612737,2013-01-25,290,42,94,0.447,12,36,0.333,27,36,0.75,12,37,49,31,10,6,12,21,123,1,1610612738,1,201213
0021200618,1610612737,2013-01-23,240,43,87,0.494,12,25,0.48,6,12,0.5,13,32,45,31,7,6,16,22,104,0,1610612766,1,201213
0021200608,1610612737,2013-01-21,240,41,71,0.577,10,16,0.625,12,21,0.571,7,25,32,32,11,5,22,23,104,1,1610612750,1,201213
0021200594,1610612737,2013-01-19,240,35,85,0.412,8,21,0.381,15,22,0.682,13,37,50,20,2,2,15,14,93,1,1610612759,0,201213
0021200588,1610612737,2013-01-18,240,35,80,0.438,9,21,0.429,10,14,0.714,5,30,35,22,6,3,15,26,89,0,1610612751,0,201213
0021200572,1610612737,2013-01-16,240,45,78,0.577,8,21,0.381,11,17,0.647,16,25,41,33,8,2,16,18,109,1,1610612751,1,201213
0021200558,1610612737,2013-01-14,240,24,82,0.293,2,14,0.143,8,10,0.8,11,28,39,15,5,6,14,24,58,0,1610612741,0,201213
0021200542,1610612737,2013-01-12,240,30,78,0.385,7,24,0.292,16,25,0.64,6,32,38,23,8,4,16,20,83,0,1610612764,0,201213
0021200533,1610612737,2013-01-11,240,40,72,0.556,9,19,0.474,14,23,0.609,4,29,33,24,10,5,13,18,103,1,1610612762,1,201213
0021200518,1610612737,2013-01-09,240,37,84,0.44,7,22,0.318,2,5,0.4,11,35,46,19,4,7,13,17,83,0,1610612739,0,201213
0021200515,1610612737,2013-01-08,240,38,77,0.494,10,22,0.455,17,21,0.81,10,34,44,21,5,6,15,23,103,0,1610612750,0,201213
0021200489,1610612737,2013-01-05,240,28,68,0.412,10,29,0.345,15,19,0.789,8,28,36,18,8,4,18,19,81,1,1610612738,0,201213
0021200482,1610612737,2013-01-04,240,31,75,0.413,10,29,0.345,12,20,0.6,6,32,38,26,7,4,17,20,84,0,1610612765,0,201213
0021200461,1610612737,2013-01-01,240,41,83,0.494,9,22,0.409,4,8,0.5,9,30,39,30,7,7,5,11,95,0,1610612740,1,201213
0021200455,1610612737,2012-12-31,240,43,90,0.478,12,23,0.522,6,7,0.857,4,32,36,24,6,6,14,16,104,0,1610612745,0,201213
0021200438,1610612737,2012-12-29,240,44,80,0.55,10,20,0.5,11,14,0.786,10,26,36,26,8,2,16,23,109,1,1610612754,1,201213
0021200429,1610612737,2012-12-28,240,38,78,0.487,13,24,0.542,13,16,0.813,8,35,43,27,8,11,14,15,102,0,1610612739,1,201213
0021200414,1610612737,2012-12-26,290,46,98,0.469,11,33,0.333,23,31,0.742,8,39,47,35,11,6,10,18,126,1,1610612765,1,201213
0021200391,1610612737,2012-12-22,240,38,77,0.494,7,19,0.368,9,10,0.9,12,33,45,24,7,4,16,9,92,1,1610612741,1,201213
0021200381,1610612737,2012-12-21,240,31,79,0.392,9,25,0.36,9,12,0.75,13,24,37,20,7,3,17,15,80,0,1610612755,0,201213
0021200371,1610612737,2012-12-19,240,36,94,0.383,9,24,0.375,11,17,0.647,14,30,44,21,11,6,11,19,92,1,1610612760,0,201213
0021200356,1610612737,2012-12-18,265,34,78,0.436,9,24,0.375,23,34,0.676,9,40,49,20,10,9,15,20,100,0,1610612764,1,201213
0021200337,1610612737,2012-12-15,240,31,84,0.369,5,26,0.192,26,36,0.722,10,35,45,21,6,3,11,15,93,1,1610612744,0,201213
0021200322,1610612737,2012-12-13,240,43,75,0.573,14,29,0.483,13,23,0.565,7,34,41,28,8,3,13,14,113,1,1610612766,1,201213
0021200310,1610612737,2012-12-12,240,35,80,0.438,6,22,0.273,10,16,0.625,8,35,43,16,11,6,14,11,86,0,1610612753,1,201213
0021200300,1610612737,2012-12-10,240,32,75,0.427,9,28,0.321,19,20,0.95,8,24,32,16,8,1,14,16,92,0,1610612748,0,201213
0021200289,1610612737,2012-12-08,240,34,77,0.442,7,17,0.412,18,25,0.72,14,30,44,20,10,3,14,16,93,0,1610612763,1,201213
0021200273,1610612737,2012-12-07,240,41,85,0.482,10,26,0.385,12,19,0.632,15,32,47,23,7,1,14,19,104,1,1610612764,1,201213
0021200260,1610612737,2012-12-05,240,42,95,0.442,8,22,0.364,16,19,0.842,19,28,47,24,13,5,14,19,108,1,1610612743,1,201213
0021200227,1610612737,2012-11-30,240,38,78,0.487,12,20,0.6,23,32,0.719,10,18,28,25,12,5,12,18,111,1,1610612739,0,201213
0021200212,1610612737,2012-11-28,240,36,90,0.4,12,32,0.375,10,15,0.667,15,29,44,28,9,9,9,18,94,1,1610612766,1,201213
0021200185,1610612737,2012-11-24,240,38,75,0.507,7,17,0.412,21,26,0.808,8,31,39,26,5,2,18,18,104,1,1610612746,1,201213
0021200171,1610612737,2012-11-23,240,42,78,0.538,11,22,0.5,6,14,0.429,7,34,41,29,6,15,21,18,101,0,1610612766,1,201213
0021200162,1610612737,2012-11-21,265,40,92,0.435,9,25,0.36,12,21,0.571,10,27,37,30,12,5,13,25,101,1,1610612764,1,201213
0021200149,1610612737,2012-11-19,240,34,89,0.382,5,25,0.2,8,13,0.615,11,37,48,18,12,4,13,18,81,1,1610612753,1,201213
0021200128,1610612737,2012-11-16,240,42,76,0.553,8,15,0.533,20,27,0.741,10,32,42,24,8,5,15,14,112,0,1610612758,1,201213
0021200118,1610612737,2012-11-14,240,34,78,0.436,7,23,0.304,13,18,0.722,5,24,29,21,11,4,12,18,88,0,1610612744,0,201213
0021200102,1610612737,2012-11-12,240,35,79,0.443,7,18,0.389,18,22,0.818,6,35,41,20,14,4,16,22,95,0,1610612757,1,201213
0021200091,1610612737,2012-11-11,240,30,72,0.417,9,25,0.36,7,16,0.438,10,31,41,20,3,9,22,12,76,0,1610612746,0,201213
0021200072,1610612737,2012-11-09,240,34,81,0.42,9,25,0.36,12,16,0.75,7,29,36,20,4,5,13,16,89,1,1610612748,0,201213
0021200055,1610612737,2012-11-07,240,38,87,0.437,7,22,0.318,6,12,0.5,17,34,51,24,8,3,17,15,89,1,1610612754,1,201213
0021200040,1610612737,2012-11-04,240,41,83,0.494,8,25,0.32,14,20,0.7,12,26,38,20,12,1,10,20,104,0,1610612760,1,201213
0021200018,1610612737,2012-11-02,240,40,85,0.471,7,22,0.318,15,17,0.882,7,29,36,23,12,4,13,26,102,1,1610612745,0,201213
0021201216,1610612738,2013-04-17,240,37,84,0.44,7,17,0.412,9,13,0.692,9,29,38,19,7,2,13,22,90,0,1610612761,0,201213
0021201214,1610612738,2013-04-16,0,0,0,0.0,0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,1,1610612754,0,201213
0021201191,1610612738,2013-04-13,240,48,81,0.593,10,16,0.625,14,19,0.737,7,31,38,27,10,4,13,15,120,0,1610612753,1,201213
0021201180,1610612738,2013-04-12,240,41,85,0.482,6,23,0.261,13,13,1.0,9,25,34,15,9,1,13,18,101,0,1610612748,0,201213
0021201168,1610612738,2013-04-10,240,37,81,0.457,6,16,0.375,13,17,0.765,10,27,37,20,4,2,12,21,93,1,1610612751,0,201213
0021201147,1610612738,2013-04-07,240,43,77,0.558,4,11,0.364,17,21,0.81,6,32,38,26,11,2,14,19,107,1,1610612764,1,201213
0021201127,1610612738,2013-04-05,240,36,89,0.404,6,22,0.273,13,22,0.591,10,32,42,23,7,7,11,24,91,1,1610612739,0,201213
0021201115,1610612738,2013-04-03,240,36,71,0.507,7,20,0.35,19,22,0.864,4,30,34,20,7,9,15,26,98,1,1610612765,1,201213
0021201105,1610612738,2013-04-01,240,42,81,0.519,7,16,0.438,9,14,0.643,7,30,37,25,4,3,17,21,100,0,1610612750,0,201213
0021201099,1610612738,2013-03-31,240,32,74,0.432,7,25,0.28,18,23,0.783,9,28,37,12,3,3,10,22,89,0,1610612752,0,201213
0021201075,1610612738,2013-03-29,240,45,83,0.542,11,23,0.478,17,21,0.81,9,28,37,25,8,9,12,20,118,1,1610612737,1,201213
0021201060,1610612738,2013-03-27,240,34,76,0.447,5,14,0.357,20,28,0.714,2,35,37,27,10,4,15,15,93,0,1610612739,1,201213
0021201054,1610612738,2013-03-26,240,31,69,0.449,6,20,0.3,17,22,0.773,7,33,40,20,6,6,19,16,85,1,1610612752,0,201213
0021201036,1610612738,2013-03-23,240,38,74,0.514,9,20,0.45,21,28,0.75,7,30,37,19,5,9,14,21,106,0,1610612763,0,201213
0021201029,1610612738,2013-03-22,240,32,77,0.416,5,17,0.294,25,27,0.926,10,28,38,19,8,5,14,26,94,0,1610612742,0,201213
0021201013,1610612738,2013-03-20,240,33,72,0.458,4,14,0.286,16,17,0.941,4,24,28,20,13,6,13,18,86,0,1610612740,0,201213
0021200998,1610612738,2013-03-18,240,39,72,0.542,10,21,0.476,15,24,0.625,4,29,33,24,9,7,20,26,103,1,1610612748,0,201213
0021200980,1610612738,2013-03-16,240,41,79,0.519,10,15,0.667,13,20,0.65,10,32,42,28,6,8,13,21,105,1,1610612766,1,201213
0021200959,1610612738,2013-03-13,240,39,76,0.513,6,15,0.4,28,35,0.8,6,34,40,29,11,7,14,19,112,1,1610612761,1,201213
0021200948,1610612738,2013-03-12,240,27,66,0.409,4,13,0.308,16,25,0.64,6,23,29,15,4,4,13,21,74,0,1610612766,0,201213
0021200934,1610612738,2013-03-10,240,29,77,0.377,7,20,0.35,14,20,0.7,10,34,44,17,5,5,18,23,79,0,1610612760,0,201213
0021200917,1610612738,2013-03-08,265,40,78,0.513,10,20,0.5,17,20,0.85,2,33,35,23,9,3,15,17,107,1,1610612737,1,201213
0021200901,1610612738,2013-03-06,240,34,83,0.41,7,17,0.412,8,9,0.889,9,38,47,18,9,8,13,19,83,0,1610612754,1,201213
0021200896,1610612738,2013-03-05,240,42,83,0.506,11,19,0.579,14,16,0.875,12,37,49,34,7,5,22,16,109,0,1610612755,1,201213
0021200867,1610612738,2013-03-01,240,36,75,0.48,3,15,0.2,19,28,0.679,2,42,44,24,6,5,17,20,94,1,1610612744,1,201213
0021200842,1610612738,2013-02-25,265,41,86,0.477,10,27,0.37,18,20,0.9,8,29,37,19,8,5,12,24,110,0,1610612762,1,201213
0021200837,1610612738,2013-02-24,240,36,85,0.424,2,13,0.154,12,15,0.8,6,30,36,16,9,2,9,18,86,0,1610612757,0,201213
0021200820,1610612738,2013-02-22,240,44,79,0.557,10,22,0.455,15,23,0.652,9,36,45,19,8,6,12,20,113,0,1610612756,1,201213
0021200807,1610612738,2013-02-20,240,39,82,0.476,9,20,0.45,12,20,0.6,7,27,34,24,5,4,12,25,99,0,1610612747,0,201213
0021200794,1610612738,2013-02-19,240,35,79,0.443,7,20,0.35,13,16,0.813,8,31,39,22,6,2,12,24,90,0,1610612743,0,201213
0021200778,1610612738,2013-02-13,240,28,76,0.368,5,15,0.333,10,12,0.833,8,31,39,18,9,4,10,21,71,1,1610612741,1,201213
0021200762,1610612738,2013-02-11,240,32,77,0.416,6,14,0.429,21,26,0.808,8,36,44,26,6,7,10,24,91,0,1610612766,0,201213
0021200754,1610612738,2013-02-10,315,43,108,0.398,13,30,0.433,19,24,0.792,8,43,51,34,14,8,16,19,118,1,1610612743,1,201213
0021200733,1610612738,2013-02-07,240,46,87,0.529,5,11,0.455,19,25,0.76,12,36,48,25,10,5,9,28,116,1,1610612747,1,201213
0021200720,1610612738,2013-02-06,240,35,73,0.479,4,19,0.211,25,30,0.833,6,35,41,21,4,5,13,20,99,0,1610612761,1,201213
0021200705,1610612738,2013-02-03,240,36,72,0.5,11,18,0.611,23,27,0.852,6,23,29,23,8,2,17,22,106,1,1610612746,1,201213
0021200686,1610612738,2013-02-01,240,42,84,0.5,4,18,0.222,9,14,0.643,10,38,48,30,9,5,14,13,97,1,1610612753,1,201213
0021200672,1610612738,2013-01-30,240,39,73,0.534,5,16,0.313,16,20,0.8,6,32,38,22,9,4,16,22,99,1,1610612758,1,201213
0021200652,1610612738,2013-01-27,290,36,88,0.409,5,20,0.25,23,27,0.852,8,38,46,24,11,8,14,20,100,1,1610612748,1,201213
0021200633,1610612738,2013-01-25,290,42,93,0.452,7,19,0.368,20,20,1.0,10,38,48,28,8,1,21,30,111,0,1610612737,0,201213
0021200630,1610612738,2013-01-24,240,31,76,0.408,3,18,0.167,21,28,0.75,7,39,46,18,6,3,12,23,86,1,1610612752,0,201213
0021200614,1610612738,2013-01-22,240,32,84,0.381,7,17,0.412,19,22,0.864,16,32,48,24,5,8,16,18,90,0,1610612739,0,201213
0021200603,1610612738,2013-01-20,240,33,83,0.398,4,15,0.267,18,25,0.72,11,31,42,22,13,4,18,33,88,0,1610612765,0,201213
0021200584,1610612738,2013-01-18,265,38,91,0.418,3,14,0.214,20,28,0.714,11,31,42,15,10,3,11,28,99,1,1610612741,0,201213
0021200573,1610612738,2013-01-16,240,34,74,0.459,4,18,0.222,6,16,0.375,6,27,33,22,11,4,15,21,78,1,1610612740,0,201213
0021200557,1610612738,2013-01-14,240,39,80,0.488,8,21,0.381,14,20,0.7,14,28,42,27,6,8,14,21,100,1,1610612766,1,201213
0021200531,1610612738,2013-01-11,240,41,79,0.519,9,23,0.391,12,16,0.75,8,35,43,22,8,6,16,29,103,1,1610612745,1,201213
0021200519,1610612738,2013-01-09,240,37,81,0.457,3,14,0.214,10,12,0.833,12,30,42,23,12,5,13,15,87,1,1610612756,1,201213
0021200505,1610612738,2013-01-07,240,39,74,0.527,6,18,0.333,18,20,0.9,9,27,36,26,8,1,10,21,102,0,1610612752,1,201213
0021200489,1610612738,2013-01-05,240,39,85,0.459,3,16,0.188,8,12,0.667,16,28,44,27,11,4,12,15,89,0,1610612737,1,201213
0021200483,1610612738,2013-01-04,240,40,89,0.449,4,9,0.444,10,18,0.556,12,37,49,22,9,8,14,28,94,1,1610612754,1,201213
0021200468,1610612738,2013-01-02,240,32,71,0.451,8,22,0.364,11,16,0.688,3,24,27,22,8,1,10,22,83,1,1610612763,0,201213
0021200450,1610612738,2012-12-30,240,36,86,0.419,7,22,0.318,17,19,0.895,10,25,35,25,7,3,12,23,96,0,1610612758,0,201213
0021200447,1610612738,2012-12-29,240,31,86,0.36,5,22,0.227,16,21,0.762,13,25,38,18,10,3,13,15,83,0,1610612744,0,201213
0021200424,1610612738,2012-12-27,240,29,72,0.403,6,16,0.375,13,15,0.867,7,33,40,20,5,3,18,23,77,0,1610612746,0,201213
0021200405,1610612738,2012-12-25,240,38,77,0.494,6,10,0.6,11,13,0.846,9,32,41,25,10,4,11,25,93,0,1610612751,1,201213
0021200382,1610612738,2012-12-21,265,36,94,0.383,5,24,0.208,17,20,0.85,12,32,44,23,16,5,14,22,94,1,1610612749,0,201213
0021200370,1610612738,2012-12-19,240,37,62,0.597,9,17,0.529,20,27,0.741,2,33,35,23,9,7,14,24,103,1,1610612739,1,201213
0021200360,1610612738,2012-12-18,240,35,81,0.432,5,10,0.5,14,19,0.737,11,24,35,18,7,2,9,18,89,0,1610612741,0,201213
0021200344,1610612738,2012-12-15,240,38,81,0.469,6,16,0.375,6,8,0.75,11,27,38,22,6,3,17,20,88,0,1610612759,0,201213
0021200332,1610612738,2012-12-14,240,34,85,0.4,8,20,0.4,13,17,0.765,9,32,41,22,15,5,12,16,89,0,1610612745,0,201213
0021200315,1610612738,2012-12-12,290,43,100,0.43,6,22,0.273,25,30,0.833,9,33,42,24,16,5,13,22,117,1,1610612742,1,201213
0021200285,1610612738,2012-12-08,240,40,75,0.533,4,14,0.286,8,12,0.667,7,25,32,25,6,2,11,19,92,1,1610612755,1,201213
0021200270,1610612738,2012-12-07,265,35,81,0.432,6,22,0.273,18,25,0.72,7,46,53,24,6,7,18,23,94,0,1610612755,0,201213
0021200259,1610612738,2012-12-05,240,41,78,0.526,4,17,0.235,18,26,0.692,6,39,45,24,6,6,16,24,104,1,1610612750,1,201213
0021200238,1610612738,2012-12-01,240,34,82,0.415,6,19,0.316,14,17,0.824,11,32,43,26,8,9,16,19,88,0,1610612749,0,201213
0021200225,1610612738,2012-11-30,240,36,73,0.493,6,16,0.375,18,20,0.9,5,31,36,20,16,4,19,27,96,1,1610612757,1,201213
0021200211,1610612738,2012-11-28,240,32,75,0.427,1,7,0.143,18,24,0.75,8,32,40,14,7,6,17,24,83,1,1610612751,0,201213
0021200195,1610612738,2012-11-25,265,47,105,0.448,7,18,0.389,15,19,0.789,17,34,51,26,9,2,15,22,116,0,1610612753,1,201213
0021200173,1610612738,2012-11-23,240,39,80,0.488,9,17,0.529,21,24,0.875,8,28,36,28,10,1,15,23,108,1,1610612760,1,201213
0021200161,1610612738,2012-11-21,240,41,77,0.532,3,8,0.375,15,17,0.882,1,24,25,21,9,5,12,18,100,1,1610612759,0,201213
0021200144,1610612738,2012-11-18,240,32,71,0.451,4,17,0.235,15,19,0.789,7,23,30,12,7,0,17,21,83,0,1610612765,0,201213
0021200131,1610612738,2012-11-17,240,43,76,0.566,6,15,0.4,15,19,0.789,7,30,37,37,7,2,13,23,107,1,1610612761,1,201213
0021200119,1610612738,2012-11-15,240,35,75,0.467,7,13,0.538,20,25,0.8,12,32,44,17,8,3,13,24,97,0,1610612751,0,201213
0021200110,1610612738,2012-11-14,240,36,72,0.5,4,10,0.4,22,29,0.759,4,29,33,24,8,4,9,17,98,1,1610612762,1,201213
0021200098,1610612738,2012-11-12,240,41,81,0.506,3,16,0.188,16,16,1.0,6,28,34,28,9,5,8,24,101,0,1610612741,1,201213
0021200086,1610612738,2012-11-10,240,32,72,0.444,5,15,0.333,27,34,0.794,7,33,40,20,4,4,14,22,96,0,1610612749,1,201213
0021200070,1610612738,2012-11-09,240,37,76,0.487,4,10,0.4,22,31,0.71,7,24,31,31,7,3,14,19,100,1,1610612755,0,201213
0021200054,1610612738,2012-11-07,265,34,81,0.42,4,13,0.308,28,34,0.824,6,38,44,26,9,5,16,17,100,1,1610612764,1,201213
0021200027,1610612738,2012-11-03,240,36,84,0.429,8,21,0.381,9,13,0.692,6,29,35,24,8,4,9,12,89,0,1610612764,1,201213
0021200017,1610612738,2012-11-02,240,33,74,0.446,5,14,0.357,17,21,0.81,6,30,36,22,9,4,18,18,88,1,1610612749,0,201213
0021200002,1610612738,2012-10-30,240,39,75,0.52,6,13,0.462,23,28,0.821,7,34,41,24,4,2,15,23,107,0,1610612748,0,201213
0021201219,1610612739,2013-04-17,240,39,80,0.488,8,23,0.348,12,18,0.667,4,31,35,24,9,3,12,24,98,0,1610612766,0,201213
0021201204,1610612739,2013-04-15,240,39,86,0.453,5,13,0.385,12,19,0.632,13,25,38,20,8,5,5,22,95,1,1610612748,0,201213
0021201197,1610612739,2013-04-14,240,31,85,0.365,5,16,0.313,10,15,0.667,13,36,49,22,5,6,19,12,77,0,1610612755,0,201213
0021201182,1610612739,2013-04-12,240,34,79,0.43,6,22,0.273,17,24,0.708,16,30,46,17,7,2,14,16,91,1,1610612752,0,201213
0021201167,1610612739,2013-04-10,240,40,82,0.488,3,15,0.2,21,26,0.808,13,36,49,21,3,8,12,28,104,1,1610612765,0,201213
0021201154,1610612739,2013-04-09,240,39,85,0.459,3,10,0.3,13,15,0.867,14,25,39,18,5,7,17,29,94,0,1610612754,0,201213
0021201148,1610612739,2013-04-07,240,32,89,0.36,7,17,0.412,20,24,0.833,17,35,52,24,7,8,14,18,91,1,1610612753,1,201213
0021201127,1610612739,2013-04-05,240,36,89,0.404,3,13,0.231,22,26,0.846,15,43,58,16,5,7,14,20,97,0,1610612738,1,201213
0021201114,1610612739,2013-04-03,240,34,89,0.382,4,14,0.286,23,26,0.885,13,23,36,18,8,4,11,17,95,1,1610612751,0,201213
0021201101,1610612739,2013-04-01,240,41,81,0.506,3,12,0.25,9,15,0.6,8,36,44,29,9,1,14,24,94,0,1610612737,0,201213
0021201096,1610612739,2013-03-31,240,38,82,0.463,7,18,0.389,9,12,0.75,3,28,31,20,6,5,13,23,92,0,1610612740,0,201213
0021201078,1610612739,2013-03-29,240,37,86,0.43,4,18,0.222,9,15,0.6,11,29,40,24,6,6,10,15,87,1,1610612755,0,201213
0021201060,1610612739,2013-03-27,240,38,86,0.442,7,17,0.412,9,14,0.643,9,37,46,26,10,6,18,22,92,1,1610612738,0,201213
0021201028,1610612739,2013-03-22,240,31,86,0.36,4,20,0.2,12,15,0.8,10,22,32,14,9,3,14,24,78,0,1610612745,0,201213
0021201009,1610612739,2013-03-20,240,37,81,0.457,7,21,0.333,14,17,0.824,15,27,42,20,8,2,16,25,95,1,1610612748,0,201213
0021200995,1610612739,2013-03-18,240,35,92,0.38,6,24,0.25,14,21,0.667,16,29,45,21,6,7,11,21,90,1,1610612754,0,201213
0021200982,1610612739,2013-03-16,240,43,85,0.506,7,15,0.467,20,31,0.645,9,20,29,22,13,4,10,27,113,0,1610612759,0,201213
0021200976,1610612739,2013-03-15,240,34,78,0.436,7,16,0.438,11,18,0.611,7,32,39,18,11,2,18,12,86,0,1610612742,0,201213
0021200950,1610612739,2013-03-12,240,34,83,0.41,8,26,0.308,19,25,0.76,14,34,48,24,8,2,11,25,95,1,1610612764,1,201213
0021200936,1610612739,2013-03-10,240,36,86,0.419,7,21,0.333,17,27,0.63,10,35,45,20,6,2,13,29,96,0,1610612761,0,201213
0021200920,1610612739,2013-03-08,240,33,72,0.458,6,14,0.429,20,26,0.769,7,26,33,19,5,7,15,17,92,1,1610612763,0,201213
0021200900,1610612739,2013-03-06,240,37,90,0.411,7,16,0.438,23,29,0.793,16,33,49,23,6,12,11,18,104,1,1610612762,1,201213
0021200889,1610612739,2013-03-04,240,37,73,0.507,6,20,0.3,17,24,0.708,6,25,31,25,9,2,14,18,97,1,1610612752,0,201213
0021200869,1610612739,2013-03-01,240,33,74,0.446,5,16,0.313,18,28,0.643,11,21,32,18,5,2,16,23,89,1,1610612746,0,201213
